epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss,testset_Energy_MAE,testset_Force_MAE,testset_Stress_MAE,testset_Energy_Loss,testset_Force_Loss,testset_Stress_Loss,testset_TotalLoss
57,0.007200,0.035040,0.072519,5.634328,0.000306,0.000682,0.056312,0.001551,0.044435,0.083803,6.679401,0.000399,0.000800,0.066630,0.001865,0.036732,0.084464,7.685602,0.000323,0.000808,0.077431,0.001906
58,0.007150,0.034608,0.072123,5.592632,0.000302,0.000677,0.055893,0.001538,0.043143,0.080574,6.413002,0.000387,0.000768,0.064006,0.001795,0.035573,0.084785,7.199796,0.000313,0.000815,0.072041,0.001848
59,0.007100,0.035680,0.073071,5.743949,0.000312,0.000687,0.057407,0.001574,0.046921,0.082869,6.465951,0.000423,0.000792,0.064550,0.001860,0.038668,0.085306,7.458078,0.000342,0.000819,0.075752,0.001919
60,0.007050,0.034799,0.072223,5.641890,0.000304,0.000679,0.056387,0.001547,0.042591,0.077940,6.418071,0.000381,0.000741,0.064086,0.001763,0.034823,0.081361,7.451096,0.000305,0.000781,0.074828,0.001834
61,0.007000,0.034709,0.071044,5.557075,0.000303,0.000667,0.055537,0.001525,0.042534,0.079119,6.475822,0.000381,0.000754,0.064629,0.001781,0.034518,0.081678,7.481130,0.000303,0.000784,0.075225,0.001839
62,0.006950,0.033850,0.070739,5.492541,0.000295,0.000664,0.054893,0.001507,0.043652,0.084569,6.546723,0.000392,0.000811,0.065337,0.001856,0.034801,0.084302,7.473640,0.000306,0.000804,0.075046,0.001860
63,0.006900,0.033905,0.070512,5.444979,0.000295,0.000662,0.054419,0.001501,0.043213,0.083759,6.689721,0.000387,0.000802,0.066754,0.001856,0.034681,0.084838,7.402072,0.000304,0.000812,0.074070,0.001856
64,0.006850,0.033944,0.070552,5.535702,0.000296,0.000663,0.055324,0.001512,0.043344,0.076731,6.386197,0.000388,0.000730,0.063751,0.001756,0.036669,0.080144,7.414846,0.000323,0.000765,0.074513,0.001833
65,0.006800,0.033550,0.069661,5.429432,0.000292,0.000653,0.054262,0.001488,0.043185,0.081366,6.556255,0.000387,0.000777,0.065439,0.001819,0.034837,0.081761,7.636983,0.000305,0.000776,0.076394,0.001844
66,0.006750,0.033780,0.070504,5.541027,0.000294,0.000662,0.055379,0.001510,0.045758,0.080501,6.262002,0.000411,0.000767,0.062512,0.001804,0.038186,0.082792,7.085670,0.000338,0.000794,0.070887,0.001841
67,0.006700,0.033177,0.069572,5.353508,0.000288,0.000652,0.053503,0.001475,0.042637,0.078517,6.667138,0.000382,0.000748,0.066532,0.001796,0.033777,0.080113,7.482680,0.000297,0.000764,0.075827,0.001819
68,0.006650,0.032923,0.068489,5.372367,0.000286,0.000641,0.053692,0.001464,0.044516,0.081399,6.804878,0.000400,0.000778,0.067910,0.001856,0.036538,0.080426,7.629125,0.000324,0.000769,0.076448,0.001857
69,0.006600,0.032362,0.067141,5.237950,0.000280,0.000628,0.052348,0.001432,0.043029,0.077641,6.195225,0.000384,0.000738,0.061866,0.001741,0.035197,0.080525,7.074067,0.000307,0.000759,0.071020,0.001777
70,0.006550,0.032857,0.068218,5.395019,0.000285,0.000640,0.053919,0.001464,0.040927,0.078311,6.240241,0.000365,0.000745,0.062309,0.001734,0.032501,0.078215,7.165445,0.000282,0.000739,0.071757,0.001739
71,0.006500,0.032325,0.067332,5.297516,0.000280,0.000630,0.052944,0.001439,0.043183,0.075482,6.780224,0.000387,0.000716,0.067678,0.001780,0.034603,0.079305,7.595960,0.000303,0.000750,0.076474,0.001818
72,0.006450,0.032344,0.066926,5.263341,0.000280,0.000626,0.052600,0.001432,0.041625,0.073721,6.235905,0.000371,0.000698,0.062258,0.001692,0.033272,0.077675,7.206960,0.000290,0.000740,0.072274,0.001752
73,0.006400,0.031667,0.066324,5.209172,0.000274,0.000620,0.052058,0.001414,0.040649,0.077253,6.451405,0.000363,0.000734,0.064393,0.001741,0.033541,0.080283,7.500891,0.000293,0.000759,0.075110,0.001803
74,0.006350,0.032341,0.068256,5.335605,0.000280,0.000639,0.053323,0.001452,0.042189,0.079254,6.679891,0.000377,0.000755,0.066682,0.001800,0.033772,0.080339,7.289909,0.000295,0.000769,0.073037,0.001794
